plate	well	response
1	1	0.669995309717804
1	2	0.382855621851039
1	3	0.267438091231989
1	4	0.238959600958538
1	5	0.215188751358443
1	6	0.552514381696535
1	7	0.237088683680796
1	8	0.18449736296606
1	9	0.436016850939493
1	10	0.263607953012605
1	11	0.241040781125875
1	12	0.0225722241100309
1	13	0.427274165392071
1	14	0.169466574915189
1	15	0.194697587555961
1	16	0.294987562130555
1	17	0.33287569945285
1	18	0.166844005331023
1	19	0.285856374031656
1	20	0.501064421211054
1	21	0.391823090790768
1	22	0.606526723071021
1	23	0.102011178761952
1	24	0.20318327985198
1	25	0.158699808334799
1	26	0.544227478898888
1	27	0.327319695815368
1	28	0.157745965755332
1	29	0.230339333183762
1	30	0.206503250081738
1	31	0.20097296225524
1	32	0.461415589210249
1	33	0.446539198814707
1	34	0.145816899285626
1	35	0.297778312579078
1	36	0.407722598204435
1	37	0.378645789852937
1	38	0.110878845653514
1	39	0.277984622762413
1	40	0.395857128880679
1	41	0.198429711180092
1	42	0.0481260095231434
1	43	0.0347448260680293
1	44	0.158783044984721
1	45	0.509386011960634
1	46	0.149102341351739
1	47	0.415410056083812
1	48	0.450580567201695
1	49	0.52844219062396
1	50	0.450618095296041
1	51	0.314560117761125
1	52	0.104289799757493
1	53	0.498208957507015
1	54	0.224074315766457
1	55	0.120976984895407
1	56	0.223225874893036
1	57	0.172066372139785
1	58	0.500167805915719
1	59	0.23022278133249
1	60	0.40701310511913
1	61	0.233866620333645
1	62	0.250550697452523
1	63	0.252396685894997
1	64	0.434293468884491
1	65	0.360881114411188
1	66	0.277603715876246
1	67	0.150468785978882
1	68	0.0827523886251234
1	69	0.255632769490001
1	70	0.264348337260973
1	71	0.289877295867055
1	72	0.292533127179393
1	73	0.0629798786781656
1	74	0.301257086117658
1	75	0.30989671570207
1	76	0.0250509925787487
1	77	0.29816671078747
1	78	0.226557506129981
1	79	0.555309718372919
1	80	0.31665231540963
1	81	0.0742200560756229
1	82	0.243706921365577
1	83	0.193093033836836
1	84	0.0780154420359839
1	85	0.272543398188456
1	86	0.585698304243219
1	87	0.167023961213873
1	88	0.139427835642074
1	89	0.611
1	90	0.599
1	91	0.549
1	92	0.637
1	93	0.181
1	94	0.15
1	95	0.0046
1	96	0.0041
2	1	0.226064290323003
2	2	0.448211350062546
2	3	0.229748669715753
2	4	0.40983909362321
2	5	0.234105476545181
2	6	0.335926699742327
2	7	0.382158527198437
2	8	0.595800960002206
2	9	0.2714349883138
2	10	0.573448100755049
2	11	0.509319604987384
2	12	0.31637604690907
2	13	0.395403922809023
2	14	0.12253296933893
2	15	0.428025861487753
2	16	0.377623642685177
2	17	0.492894428583988
2	18	0.250672646174656
2	19	0.264533420258764
2	20	0.047675498547219
2	21	0.162990048220277
2	22	0.165984385535203
2	23	0.0673039140248457
2	24	0.638279055060366
2	25	0.319591633644605
2	26	0.416765320910987
2	27	0.224889887859126
2	28	0.759622561852547
2	29	0.619210032709154
2	30	0.0717763752000539
2	31	0.0824494353159391
2	32	0.158601571302102
2	33	0.106915753840734
2	34	0.428641855949863
2	35	0.349813928236807
2	36	0.124435557120968
2	37	0.367890201478413
2	38	0.262196343992733
2	39	0.321183125894849
2	40	0.0443035188292524
2	41	0.471867511127255
2	42	0.316468760936649
2	43	0.553421174790077
2	44	0.0275405262773422
2	45	0.316145939453173
2	46	0.193258180972618
2	47	0.150994026485167
2	48	0.0493255287195882
2	49	0.101386801979889
2	50	0.242865736809768
2	51	0.334224295441548
2	52	0.391881572755724
2	53	0.172395553037771
2	54	0.25007698142215
2	55	0.113625698353803
2	56	0.465293135516357
2	57	0.148425742698472
2	58	0.168024959604725
2	59	0.230399484241962
2	60	0.640253563070334
2	61	0.498241658418684
2	62	0.142202365119567
2	63	0.226127843311242
2	64	0.0442462441502286
2	65	0.109605640038697
2	66	0.0917182437219589
2	67	0.215346716676241
2	68	0.0491070822904286
2	69	0.330753184295059
2	70	0.0244408387314102
2	71	0.0849274761929783
2	72	0.288279665222489
2	73	0.23243628566067
2	74	0.342205472233181
2	75	0.470521776583283
2	76	0.096777367264861
2	77	0.136410864038066
2	78	0.342305316302768
2	79	0.134977588119684
2	80	0.233661539780932
2	81	0.168239052725994
2	82	0.208896187509769
2	83	0.101317900172001
2	84	0.188789698809073
2	85	0.11552966020228
2	86	0.301643412765504
2	87	0.433060671851236
2	88	0.332334340006369
2	89	0.631
2	90	0.553
2	91	0.63
2	92	0.598
2	93	0.016
2	94	0.09
2	95	0.0046
2	96	0.0031
