plate	well	response
1	1	0.227739681495437
1	2	0.226495864007794
1	3	0.269745124457005
1	4	0.280769435533037
1	5	0.500923476583072
1	6	0.0559253301801907
1	7	0.0847925863832655
1	8	0.190114056654675
1	9	0.335216668440691
1	10	0.229412955708362
1	11	0.227531764634352
1	12	0.0735958333425578
1	13	0.385592675959678
1	14	0.447083766695398
1	15	0.246855154030813
1	16	0.0299072693147172
1	17	0.207315936160617
1	18	0.0354277331934785
1	19	0.16388091214385
1	20	0.12667377048869
1	21	0.334447593172934
1	22	0.0945903143179066
1	23	0.187352335531313
1	24	0.136524836717426
1	25	0.331576836015701
1	26	0.145475798081164
1	27	0.468037610309066
1	28	0.060280708148162
1	29	0.223060020842075
1	30	0.142611335330675
1	31	0.0150586105258006
1	32	0.139334884106372
1	33	0.0960328281036328
1	34	0.162804442718457
1	35	0.132452683365867
1	36	0.122454365647545
1	37	0.0769562147803896
1	38	0.210735785596242
1	39	0.196303858930161
1	40	0.2129986198186
1	41	0.174262650104423
1	42	0.137522627428196
1	43	0.0916267496727754
1	44	0.146450519377467
1	45	0.100612299123633
1	46	0.484811897609576
1	47	0.162920566522351
1	48	0.32815586717097
1	49	0.0401154227610862
1	50	0.198411533507054
1	51	0.163248765922564
1	52	0.190855933865433
1	53	0.119609053289526
1	54	0.133144126602261
1	55	0.178761998883173
1	56	0.174478703828039
1	57	0.194651447884054
1	58	0.21737889193992
1	59	0.129089809045321
1	60	0.141734249662556
1	61	0.306202159547884
1	62	0.225544194087724
1	63	0.223146183043831
1	64	0.213306217593476
1	65	0.167248134583031
1	66	0.207963092020224
1	67	0.0524793502043946
1	68	0.17194701732811
1	69	0.451174780283284
1	70	0.284256175418211
1	71	0.281399155319195
1	72	0.201075499225257
1	73	0.155293544379496
1	74	0.255923250031841
1	75	0.198803338888274
1	76	0.122412872977263
1	77	0.0833372505411396
1	78	0.142910010093861
1	79	0.279182096990032
1	80	0.342024966618629
1	81	0.0998646613961295
1	82	0.220313119326278
1	83	0.0396587842826
1	84	0.209853587982664
1	85	0.121022890122496
1	86	0.0382507501671531
1	87	0.0873079092342916
1	88	0.212976066983663
1	89	0.180107303203316
1	90	0.241467149036262
1	91	0.190761643102559
1	92	0.182472179368814
1	93	0.0766942439597933
1	94	0.208012351029745
1	95	0.214510648417319
1	96	0.205096089299871
1	97	0.178012025609877
1	98	0.0903709020022119
1	99	0.258850150691954
1	100	0.136455423551356
1	101	0.356437345983598
1	102	0.0831481458290379
1	103	0.271170357795864
1	104	0.315250099805266
1	105	0.185050343407845
1	106	0.182262052524004
1	107	0.250706692944952
1	108	0.156269163305824
1	109	0.232950617801445
1	110	0.431263435498749
1	111	0.109471034503762
1	112	0.0630037531174104
1	113	0.290965162126653
1	114	0.223403207304482
1	115	0.221624940063047
1	116	0.100016477181655
1	117	0.11928034284003
1	118	0.0283516755798648
1	119	0.140788765903637
1	120	0.135431088428413
1	121	0.13172145399255
1	122	0.218384873086904
1	123	0.101165964806344
1	124	0.147112125947171
1	125	0.190253637064584
1	126	0.433090230999421
1	127	0.50566539858629
1	128	0.0912709448164567
1	129	0.44349184265577
1	130	0.228715213212975
1	131	0.288678562178369
1	132	0.0326799745460072
1	133	0.245349136389056
1	134	0.250667277288917
1	135	0.184198048007004
1	136	0.161794561614186
1	137	0.0368958314257462
1	138	0.344352177298477
1	139	0.24193157913053
1	140	0.080028981259322
1	141	0.431459548548293
1	142	0.135767862681835
1	143	0.384574952954145
1	144	0.287642006980357
1	145	0.152668713181662
1	146	0.12730888090577
1	147	0.138725410815036
1	148	0.247114236450779
1	149	0.244947060627766
1	150	0.337091908462641
1	151	0.28393991647139
1	152	0.112757168818212
1	153	0.114419634817705
1	154	0.396921329857474
1	155	0.325273256908527
1	156	0.0632265252966875
1	157	0.258364815557646
1	158	0.181159847634681
1	159	0.308749397789111
1	160	0.230813301579578
1	161	0.260353047605136
1	162	0.162062349426931
1	163	0.243296076356443
1	164	0.0789034083733889
1	165	0.180031373958896
1	166	0.256880626760874
1	167	0.195531448735019
1	168	0.335413184390769
1	169	0.0808103022727319
1	170	0.262884760045915
1	171	0.158813347410278
1	172	0.053399345616792
1	173	0.0977868698647303
1	174	0.12488098052249
1	175	0.0502650248717299
1	176	0.234723018685848
1	177	0.320250432728085
1	178	0.236532700445343
1	179	0.207197329163132
1	180	0.117739526968988
1	181	0.152589260882837
1	182	0.184912864874188
1	183	0.238687336576158
1	184	0.0441319710555825
1	185	0.0691688896518066
1	186	0.0221054525952026
1	187	0.25738495865227
1	188	0.305918404678182
1	189	0.0660515206988532
1	190	0.07143211013263
1	191	0.646513285836844
1	192	0.287385875892356
1	193	0.0907621066712422
1	194	0.162201010020964
1	195	0.130945124866713
1	196	0.134766970182473
1	197	0.0738588225873732
1	198	0.137063045986222
1	199	0.266765428046798
1	200	0.0819245677732565
1	201	0.369612333102136
1	202	0.10541968296303
1	203	0.122448528999782
1	204	0.269122768483954
1	205	0.154882087639879
1	206	0.210090062940294
1	207	0.336481773010142
1	208	0.0827935891335294
1	209	0.0618526945546784
1	210	0.309254317581448
1	211	0.0560893266784702
1	212	0.426329865524211
1	213	0.314279156869207
1	214	0.30987071560993
1	215	0.309171114110001
1	216	0.470319876474593
1	217	0.072945726510428
1	218	0.144093511791991
1	219	0.113738066728091
1	220	0.246402733277961
1	221	0.188775786315095
1	222	0.176565494930116
1	223	0.38237881417938
1	224	0.0618024226541166
1	225	0.168186686312068
1	226	0.0657606867063849
1	227	0.247524570295231
1	228	0.0959097512164354
1	229	0.369320586676699
1	230	0.151359581832424
1	231	0.157049123050297
1	232	0.193768950119634
1	233	0.142221886621491
1	234	0.25418078430336
1	235	0.199915625374967
1	236	0.128284691130726
1	237	0.140848847679003
1	238	0.17873782120941
1	239	0.261850092883744
1	240	0.153397332640272
1	241	0.168529991818209
1	242	0.136041379477476
1	243	0.175183013424262
1	244	0.337841039848774
1	245	0.136739722954131
1	246	0.177930184321124
1	247	0.0647966025586234
1	248	0.0463135477594421
1	249	0.185638990216151
1	250	0.228300345182538
1	251	0.177344149974435
1	252	0.147796529998126
1	253	0.112498149207186
1	254	0.0744045830938478
1	255	0.300528072267098
1	256	0.245631895458378
1	257	0.110285073230108
1	258	0.106857960147331
1	259	0.328019450445029
1	260	0.143509160452785
1	261	0.131121071620654
1	262	0.306609406303961
1	263	0.170572833157155
1	264	0.257854908016504
1	265	0.124329451139077
1	266	0.0283808748938232
1	267	0.218743742546373
1	268	0.115612716596607
1	269	0.143957403385659
1	270	0.0997884428310936
1	271	0.0634857542044874
1	272	0.245044257575859
1	273	0.219313815442692
1	274	0.331562461747418
1	275	0.299721937008041
1	276	0.220639894983907
1	277	0.0404764251740599
1	278	0.0639324607763933
1	279	0.206675877712982
1	280	0.0786487877740315
1	281	0.132418061389528
1	282	0.117395470773286
1	283	0.10429446331117
1	284	0.12696513332529
1	285	0.233343391175224
1	286	0.0294145958179276
1	287	0.106150547842944
1	288	0.114602851653051
1	289	0.0843120842880387
1	290	0.0995878279787072
1	291	0.0372323913316562
1	292	0.324856429392272
1	293	0.0337237729052904
1	294	0.224464847317443
1	295	0.065910804392546
1	296	0.237575518581
