plate	well	response
1	1	0.293825508745667
1	2	0.114021462999455
1	3	0.238314598659791
1	4	0.396061216051141
1	5	0.296039032793309
1	6	0.442385430319253
1	7	0.154184009003298
1	8	0.116588077866274
1	9	0.489893749112654
1	10	0.264100811386147
1	11	0.550936725402413
1	12	0.455680782048889
1	13	0.289916788860599
1	14	0.343973958852102
1	15	0.582511420291133
1	16	0.247504252527498
1	17	0.59250747440096
1	18	0.127511520242707
1	19	0.130399355446521
1	20	0.486829205976531
1	21	0.21703684911566
1	22	0.255372277845791
1	23	0.0268302752905367
1	24	0.204671500281065
1	25	0.579337746971017
1	26	0.0556176550203142
1	27	0.0756088735561493
1	28	0.242421185299283
1	29	0.204010576410062
1	30	0.464888253201398
1	31	0.348836642696933
1	32	0.164792350798511
1	33	0.0888309060169319
1	34	0.0447174036821583
1	35	0.207529285450785
1	36	0.398421977172942
1	37	0.197214183659157
1	38	0.315964732772658
1	39	0.360466818750877
1	40	0.06527163211634
1	41	0.381504490739791
1	42	0.11048412253436
1	43	0.383158745876855
1	44	0.23479744499071
1	45	0.101196312488457
1	46	0.183988353302949
1	47	0.350482003324804
1	48	0.476509702444673
1	49	0.362468489647919
1	50	0.243922228161669
1	51	0.361136151028812
1	52	0.203637430342267
1	53	0.245662607311056
1	54	0.161319572744336
1	55	0.176674219925024
1	56	0.390482624481022
1	57	0.00904519928717263
1	58	0.648568767175237
1	59	0.19530083556319
1	60	0.332321809092487
1	61	0.0804800706566343
1	62	0.428926171959211
1	63	0.51548520215781
1	64	0.410674610035383
1	65	0.14731681820662
1	66	0.168970461684613
1	67	0.168211205144855
1	68	0.23049278635631
1	69	0.113767472672059
1	70	0.422262904021923
1	71	0.159167680910368
1	72	0.383584251951831
1	73	0.216468937875897
1	74	0.217195035238096
1	75	0.308514692205274
1	76	0.078195210110336
1	77	0.186915968206265
1	78	0.56798396383728
1	79	0.131763948080766
1	80	0.161357247231003
1	81	0.564281504502695
1	82	0.295760287221957
1	83	0.0596918663854051
1	84	0.0922541859321812
1	85	0.238997414067896
1	86	0.336260859053607
1	87	0.376041024060806
1	88	0.0635201147752394
1	89	0.677004736750943
1	90	0.266445205468886
1	91	0.44082631530327
1	92	0.119702476776086
1	93	0.599
1	94	0.55
1	95	0.142
1	96	0
2	1	0.537848385183441
2	2	0.16941318630297
2	3	0.26055289463727
2	4	0.439579757786194
2	5	0.0913274398608717
2	6	0.283522493068959
2	7	0.225505239746669
2	8	0.180585411634583
2	9	0.123617952764975
2	10	0.0739244625392757
2	11	0.498023538460333
2	12	0.211202534111808
2	13	0.399595845666066
2	14	0.303904479863853
2	15	0.0235073684070079
2	16	0.443732442262216
2	17	0.227064694352921
2	18	0.357570132469463
2	19	0.459529674939604
2	20	0.200211034789811
2	21	0.467030880112056
2	22	0.0875764132503557
2	23	0.298256116568213
2	24	0.186921633815167
2	25	0.315018944876784
2	26	0.0715687518419217
2	27	0.152606497409933
2	28	0.131036799972514
2	29	0.466488428303822
2	30	0.354695836078691
2	31	0.303708453986115
2	32	0.267965646650705
2	33	0.375449413779794
2	34	0.361328285262299
2	35	0.117810553859689
2	36	0.299908936523777
2	37	0.225227020580932
2	38	0.206523655622976
2	39	0.287986232443316
2	40	0.429568214157203
2	41	0.108696790826477
2	42	0.384480069181534
2	43	0.0627860224634646
2	44	0.347976815325684
2	45	0.312847402373383
2	46	0.237757350257086
2	47	0.0854048372837979
2	48	0.202404682850509
2	49	0.142298812459684
2	50	0.0767576572083749
2	51	0.47377037504132
2	52	0.225688887920352
2	53	0.277155692153193
2	54	0.258425554386803
2	55	0.423213546293912
2	56	0.262196766031528
2	57	0.0352533072544762
2	58	0.124894936032446
2	59	0.345490690003752
2	60	0.15475388152548
2	61	0.662750472072584
2	62	0.098343716099304
2	63	0.19374214104531
2	64	0.0786263600628644
2	65	0.0768106105549502
2	66	0.225261449161859
2	67	0.436337060005717
2	68	0.169162767841853
2	69	0.411206573639889
2	70	0.359329666964143
2	71	0.220346155093051
2	72	0.203842041365093
2	73	0.231284083064238
2	74	0.210752157547109
2	75	0.158248775330086
2	76	0.481218355406722
2	77	0.220895067389885
2	78	0.354602171455111
2	79	0.210865338977852
2	80	0.168731492344216
2	81	0.198727718070453
2	82	0.0689436408956096
2	83	0.270282176330221
2	84	0.309592769506281
2	85	0.579491507771968
2	86	0.191194577438129
2	87	0.328405856021035
2	88	0.237436454518584
2	89	0.26614612378234
2	90	0.111881643863752
2	91	0.185986828388881
2	92	0.388427960116527
2	93	0.506
2	94	0.533
2	95	0.059
2	96	0






