plate	well	response
1	1	0.38853400077294
1	2	0.336764699207251
1	3	0.104907114972449
1	4	0.0774234273052108
1	5	0.432336712832607
1	6	0.188603130509413
1	7	0.190138005508275
1	8	0.0716943329084869
1	9	0.348841576936552
1	10	0.522884125163351
1	11	0.302204896490046
1	12	0.246275780119503
1	13	0.0497724087084108
1	14	0.514838936017084
1	15	0.673723445675585
1	16	0.497179065375142
1	17	0.356191706900992
1	18	0.111165254648501
1	19	0.391715985551939
1	20	0.60036347514609
1	21	0.402660600401404
1	22	0.228055971290674
1	23	0.388990608247159
1	24	0.219428053320807
1	25	0.359822511368572
1	26	0.308304854799937
1	27	0.362416042944072
1	28	0.487764401064916
1	29	0.238548943834538
1	30	0.127040777558008
1	31	0.0538516101890111
1	32	0.0571616668494019
1	33	0.243923802515325
1	34	0.0468632531731565
1	35	0.169729043126912
1	36	0.15457067437923
1	37	0.33583097762095
1	38	0.471175120235605
1	39	0.217761151638843
1	40	0.0346134667538921
1	41	0.400702077299944
1	42	0.524134390497661
1	43	0.329252242671818
1	44	0.315760648549349
1	45	0.273096545386949
1	46	0.116053809291477
1	47	0.0766494343293354
1	48	0.12881055852021
1	49	0.336760794459855
1	50	0.56020380356956
1	51	0.191023650704681
1	52	0.174191105988564
1	53	0.40084449688506
1	54	0.329264652799532
1	55	0.641446465683929
1	56	0.0844209112441021
1	57	0.311956815810784
1	58	0.187534326140702
1	59	0.371353157293444
1	60	0.0319129621254525
1	61	0.34260316408619
1	62	0.22170272141239
1	63	0.403751030782854
1	64	0.090592627434067
1	65	0.107153377022355
1	66	0.592684842763875
1	67	0.274110617271279
1	68	0.452798503671508
1	69	0.137504222727112
1	70	0.331444203932119
1	71	0.437738265418602
1	72	0.398801638721135
1	73	0.639335651374899
1	74	0.54965117695717
1	75	0.42467462900478
1	76	0.613352317574786
1	77	0.403611572318888
1	78	0.254067928335727
1	79	0.257662309047062
1	80	0.311803084218286
1	81	0.443219599803682
1	82	0.477726713477624
1	83	0.217469266683018
1	84	0.126694072198505
1	85	0.388500856774815
1	86	0.0939557098747649
1	87	0.165481476248664
1	88	0.389364737551505
1	89	0.295167329042231
1	90	0.367694114996514
1	91	0.177479497039249
1	92	0.129064817062914
1	93	0.633
1	94	0.611
1	95	0.109
1	96	0.0021
2	1	0.307569497664615
2	2	0.224492670376742
2	3	0.133691534776585
2	4	0.0568390423561679
2	5	0.516203458639114
2	6	0.434064632426562
2	7	0.284738188324911
2	8	0.089837163595083
2	9	0.0846221541480468
2	10	0.219099287875006
2	11	0.163150468568744
2	12	0.036505748522364
2	13	0.17548309515122
2	14	0.286886708690951
2	15	0.280487198464973
2	16	0.667018129165372
2	17	0.268314635904224
2	18	0.5981479557035
2	19	0.267800144192114
2	20	0.155522442699533
2	21	0.137732762473947
2	22	0.781999063278262
2	23	0.0750663802160219
2	24	0.138257270743125
2	25	0.287809777528041
2	26	0.486717724662716
2	27	0.418623210285875
2	28	0.375404324484517
2	29	0.39721051616501
2	30	0.372316916476198
2	31	0.164230014052484
2	32	0.117936229087725
2	33	0.173859423520241
2	34	0.133919413087911
2	35	0.163765714288878
2	36	0.196034385246959
2	37	0.18565001591928
2	38	0.568354975655758
2	39	0.199014813752008
2	40	0.450532271483572
2	41	0.545118113534123
2	42	0.179257013047605
2	43	0.336773260154873
2	44	0.336305692999209
2	45	0.262438966682346
2	46	0.321216783231329
2	47	0.386954299449543
2	48	0.0931937652181341
2	49	0.424807976793958
2	50	0.492947646248601
2	51	0.563097486195471
2	52	0.074774140587642
2	53	0.612543059228057
2	54	0.384626818614815
2	55	0.574479334303824
2	56	0.0640237352495371
2	57	0.312354044573249
2	58	0.410953115796035
2	59	0.182570282258472
2	60	0.409086937504005
2	61	0.0106240827445957
2	62	0.173840124263127
2	63	0.106469724103339
2	64	0.202153962716221
2	65	0.157002117076367
2	66	0.527905221082268
2	67	0.206972949042813
2	68	0.728245559155618
2	69	0.530338543683252
2	70	0.598042278074043
2	71	0.266021486237922
2	72	0.198165381161006
2	73	0.368531901708232
2	74	0.179006743775054
2	75	0.300148693313444
2	76	0.42941348449024
2	77	0.121968052736661
2	78	0.267412366636968
2	79	0.309382861013891
2	80	0.662580748794217
2	81	0.344443627282312
2	82	0.402243824871786
2	83	0.288142553388534
2	84	0.402837993183001
2	85	0.296420968580512
2	86	0.39595564907588
2	87	0.368845292531106
2	88	0.221652143668975
2	89	0.436560343612436
2	90	0.276386615511721
2	91	0.413638579585479
2	92	0.0304191944349324
2	93	0.633
2	94	0.611
2	95	0.2
2	96	0.004
